text;Jenis
"Obat Antiseptik Mulut Efisol C Lozenges Strip 10's Harga 15500 utk per Strip 10 tablet Deskripsi Tablet hisap dengan rasa coklat yang diindikasikan untuk infeksi pada selaput lendir mulut (sariawan) amp; rongga mulut amp; nafas mulut bau akibat infeksi tersebut serta meringankan sakit tenggorokan. Beli Efisol Loz di k24klik.com dan dapatkan manfaatnya. Sub Kategori Preparat Mulut/Tenggorokan Tag sariawan , obat tenggorokan , bau mulut , tablet hisap Komposisi Dequalinium Cl 250mcg, vit C 25mg Indikasi Infeksi pada selaput lendir mulut (sariawan) amp; rongga mulut amp; nafas mulut bau aibat infeksi terseut Dosis 1 tablet tiap 3 jam. setelah infeksi mereda tiap 4-5 jam Kemasan 1 Dos isi 20 Tablet Harga Rp 32.010,- / Dos Pabrik Novell Pharma";Antiseptik, Multivitamin
"KULDON SARIAWAN 650 MG 4 TABLET KULDON SARIAWAN 650 MG 4 TABLET
Deskripsi
KULDON SARIAWAN merupakan tablet herbal yang berkhasiat untuk membantu meredakan panas dalam yang disertai sariawan, tenggorokan kering, bau mulut, dan melancarkan buang air besar (BAB). Dalam penggunaannya, tablet ini diminum 2 tablet sekaligus sekali minum.
Indikasi Umum
Obat ini digunakan untuk meredakan sariawan, panas dalam, tenggorokan kering, bau mulut, serta membantu melancarkan Buang Air Besar (BAB).
Komposisi
Daun Sogomanis 420 mg, Thymi 280 mg, Akar Manis 280 mg, Bunga Seruni 280 mg, Alang-Alang 208 mg
Dosis
Dewasa: 2 tablet, diminum 3 kali per hari. Anak-anak: Setengah dosis dewasa.
Aturan Pakai
Dapat diminum langsung atau dikunyah terlebih dahulu.
Segmentasi
Herbal
Kemasan
Dus, 20 Bungkus @ 4 Tablet";Herbal
Degirol 0.25 mg box isi 100 Tablet Hisap 10 strip DEGIROL merupakan tablet hisap yang mengandung Dequalinium Chloride. Obat ini digunakan untuk mengobati sakit tenggorokan, radang atau infeksi pada rongga mulut dan tenggorokan, serta pencegahan flu dan batuk Indikasi Umum Obat ini digunakan untuk sakit tenggorokan, peradangan pada rongga mulut dan tenggorokan seperti gingivitis, periodontitis, faringitis, laringitis dan angina, serta infeksi selaput lendir mulut seperti stomatitis. Komposisi Setiap tablet hisap mengandung Dequalinium Chloride 0.25 mg Dosis Dewasa: 1 tablet dihisap, tiap 3 - 4 jam. Maksimal 8 tablet per hari Aturan Pakai Satu tablet dibiarkan melarut perlahan-lahan di dalam mulut. Box isi 100 tablet atau 10 strip Ed : Februari 2028;Antiseptik
"Obat Perontok Akar Gigi, Obat Penghilang Sisa Gigi Berlubang BARANG SELALU READY, LANGSUNG ORDER SAJA DETAIL PRODUK : Bentuk Sediaan : Cair Kemasan : Botol Plastik @6ml Komposisi : 100% Propolis Brazilian Legalitas : BPOM RI (POM TR 193624961) amp; HALAL MUI Produksi : CV. Sami Mandjoer Propolis SM merupakan obat herbal yang terbuat dari lem sarang lebah amp; terbukti ampuh mampu mengobati berbagai jenis penyakit kronis maupun non kronis. PROPOLIS SM juga sudah terdaftar resmi di BPOM RI dengan No.registrasi 193624961 dan sudah tersertifikasi HALAL (MUI). Propolis merupakan Lem Sarang Lebah dengan nutrisi sempurna dan segudang kandungan unggul yang sangat penting untuk menunjang tumbuh kembang dan kesehatan tubuh secara menyeluruh. Manfaat tersebut berasal dari kandungan antaralain sebagai berikut : Flavonoid, Asam folat, Asam nikotinat, Asam fenol artepilin C, Lebih dari 180 phytochemicals, 16 rantai asam amino untuk regenerasi sel, Berbagai jenis vitamin seperti, vitamin A, B2,B6, E, C, D. Khasiat : *) Merontokan sisa gigi berlubang secara alami *) Mengobati sakit gigi berlubang *) Mengobati gigi sensitif *) Mengobati gusi bengkak *) Mengobati gusi berdarah *) Membersihkan pekarangan di gigi *) Menghilangkan bau mulut *) Membersihkan gigi kuning *) Mengobati telinga berair *) Membantu meredakan rasa nyeri ngilu akibat sakit gigi *) Menyegarkan aroma mulut akibat gigi berlubang aturan konsumsi : -diteteskan langsung ke gigi berlubangnya 1 tetes 2x sehari aman untuk anak amp; dewasa";Multivitamin, Herbal
DEGIROL LOZ STRIP 10 TABLET / OBAT RADANG MULUT & TENGGOROKAN Degirol merupakan tablet hisap dengan kandungan Dequalinium Chloride. Degirol digunakan untuk mengobati sakit tenggorokan, radang atau infeksi pada rongga mulut dan tenggorokan, serta pencegahan flu dan batuk.;Antiseptik
Tablet Herbal Kuldon - jual per strip isi 4 tablet Tablet Herbal Kuldon yang merupakan tablet herbal yang digunakan untuk mengatasi panas dalam dan sariawan 1 strip isi 4 tablet herbal dapat digunakan oleh orang dewasa maupun anak-anak 3 x 2 tablet untuk dewasa untuk anak 1/2 dosis orang dewasa #tablet #herbal #kuldon #panas #dalam #puasa #vitamin #sariawan;Herbal
Herbal bau mulut FRESHMUL Isi 60 Kapsul Herbal Atasi Masalah BAU MULUT Bau mulut yang berkepanjangan dapat mengakibatkan seseorang jadi tidak percaya diri (pede) dan bisa menjadi pertanda suatu penyakit seperti penyakit diabetes, penyakit jantung, gagal ginjal, liver, gangguan pada pencernaan, dan lain sebagainya. Selain itu, bau mulut juga akan menimbulkan rasa risih si korban. Sebenarnya banyak faktor yang menyebabkan seseorang mengalami masalah dengan bau mulut. Ada yang punya masalah bau mulut karena memiliki lubang pada gigi, sisa makanan di dalam mulut, karang gigi / karies, dan lain sebagainya. Selain itu, bagi Anda yang doyan mengkonsumsi rokok biasanya juga akan terkena masalah bau mulut ini. Saran kami, hentikan rokok penyebab bau mulut itu sekarang juga. Dan yang tak kalah, bau mulut seringkali muncul karena pola makan kita yang salah atau makan-makanan yang bisa memunculkan bau mulut seperti bawang dan petai. Tanda-tanda terjadinya bau mulut biasanya adalah akibat terganggunya keseimbangan asam mulut seperti alir liur kental, mulut kering dan rasa tidak nyaman bicara. Selain itu lawan bicara akan terlihat gelisah dan mengambil inisiatif menjauh / mengambil jarak dalam berbicara. Bisa juga seseorang akan komplain atas bau tidak enak yang tercium dan berasal dari mulut kita. Untuk mengatasi masalah bau mulut Anda, kami menawarkan solusi berupa obat herbal alami yang terbuat dari ramua asli Indonesia. Obat herbal ini telah melewati uji lab dan diketahui memiliki khasiat yang cukup ampuh untuk mengusir bau mulut. Selain itu, obat herbal ini juga aman digunakan karena sudah memiliki ijim POM Komposisi : Tiap Kapsul mengandung ekstrak herbal yang setara dengan : 0,6 gram simplisia Androphogon zizanoides radix 0,5 gram simplisia Syzygium aromaticum flos 0,5 gram simplisia Piper bettle folium 0,4 gram simplisia Areca cattechu semen Aturan pakai : 3 x 2 kapsul perhari Isi 60 kapsul Khasiat: secara tradisional digunakan untuk membantu mengurangi bau mulut;Herbal
DEGIROL TABLET DEGIROL merupakan tablet hisap yang mengandung Dequalinium Chloride. Obat ini digunakan untuk mengobati sakit tenggorokan, radang pada rongga mulut dan tenggorokan, serta infeksi selaput lendir mulut.;Antiseptik
DEGIROL LOZ TAB Deskripsi DEGIROL LOZ TAB 10S AMPLOP 10S merupakan obat preparat mulut dan tenggorokan dengan kandungan dequalinium chloride. Produk ini dapat digunakan untuk sakit tenggorokan, peradangan pada rongga mulut dan tenggorokan, infeksi selaput lendir mulut. Tersedia dalam bentuk tablet yang didistribusikan oleh Darya Varia. Indikasi / Manfaat / Kegunaan : sakit tenggorokan, peradangan pada rongga mulut dan tenggorokan, infeksi selaput lendir mulut Sub Kategori Preparat Mulut/Tenggorokan Tag sakit tenggorokan , sakit nelen , radang tenggorokan Komposisi dequalinium chloride Dosis 1 tablet tiap 3-4 jam, maksimum 8 tablet sehari Penyajian dihisap Cara Penyimpanan Simpan di tempat yang kering dan terhindar dari cahaya matahari. Perhatian hipersensitivitas komponen Kemasan 1 Dos isi 1 Strip;Antiseptik
sp troches meiji 12 tablet strawberry Ready Stock Exp 01.25 Terlampir Harga untuk 1 box isi 12 Tablet;Antiseptik
"Efisol-C 10 Tablet EFISOL-C mengandung Dequalinum chloride yang termasuk antiseptika rongga mulut dan juga mengandung Vitamin C. Obat ini bekerja terhadap bakteri gram-positif dan gram-negatif dengan meningkatkan permeabilitas sel bakteri serta menurunkan aktivitas enzimatik sehingga menyebabkan kematian sel. Dosis
Tiap Efisol C sebaiknya dibiarkan larut perlahan-lahan dalam mulut setiap 3 jam, tidak lebih dari 8 tablet sehari.
Bila infeksi sudah mereda, digunakan setiap 5 jam sekali.
Aturan Pakai
Tablet dibiarkan larut perlahan-lahan dalam mulut";Antiseptik, Multivitamin
new hau fung san hou feng san cap kupu2 Penjelasan Singkat - Membantu meredakan sariawan dan sakit tenggorokan - Membantu meringankan panas dalam - Membantu mencegah dan mengurangi bau mulut - Membantu melegakan dan menyegarkan tenggorokan Hau Fung San merupakan obat serbuk herbal yang secara tradisional digunakan untuk membantu meredakan panas dalam yang disertai dengan sariawan, sakit tenggorokan, tenggorokan kering, dan bau mulut. Hau Fung San terbuat dari ekstrak tanaman herbal yang berkhasiat dalam membunuh kuman dan bakteri penyebab sariawan, sakit tenggorokan, dan bau mulut, memperbaiki jaringan kulit yang rusak, mencegah infeksi, serta mengurangi peradangan seperti pembengkakan dan rasa nyeri akibat sakit tenggorokan. Khasiat : Membantu meredakan panas dalam yang disertai sariawan, tenggorokan kering, dan bau mulut Cara Pakai : - Sakit Tenggorokan : Taburkan serbuk Hau Fung San 100-200 mg atau secukupnya pada bagian yang sakit 2 - 3 kali tiap jam (Dapat dijadikan sebagai obat kumur dengan menggunakan air hangat) - Sariawan : Taburkan serbuk Hau Fung San 100-200 mg atau secukupnya pada bagian mulut atau lidah yang terkena sariawan / luka. Perhatian : Selama pakai obat ini jangan makan kacang-kacangan, ikan, dan udang Komposisi : Cinamomum camphora Folium 455.4 mg, Abrus precarotis Folium 440.0 mg, Glycyrrhizae uralencia Radix 391.6 mg, Scuttelariae baicalensis Radix 376.2 mg, dll Kemasan : Botol isi 1200 mg Brand : Cap Kupu-Kupu Diproduksi Oleh : PT Bintang Kupu-Kupu Produksi : Indonesia BPOM No : TR 152 288 711;Herbal
"ICM Pharma Soragel Antiseptic Oral Gel 10gr / Sariawan / Gigi Bayi Deskripsi ICM Pharma Soragel Antiseptic Oral Gel 10gr / Sariawan / Gigi Bayi
READY STOCK
exp 07/26
Meredakan NYERI di mulut dan sariawan dengan ICM Pharma SORAGEL Antiseptic Pain Relieving Oral Gel. Soragel mengandung Choline Salicylate, analgesik lokal untuk meredakan nyeri di mulut. Juga mengandung Cetylpyridinium Chloride, antiseptik yang membunuh bakteri dan mikroorganisme lain yang menyebabkan infeksi mulut.
Soragel adalah gel oral rasa menyenangkan yang bebas gula yang memberikan bantuan cepat dari sakit gigi, sariawan, luka dingin dan iritasi gigi tiruan. SORAGEL tidak hanya mengurangi ketidaknyamanan tetapi juga membunuh kuman untuk memberikan kelegaan yang dalam dan tahan lama.
Tempat Asal Singapore / Made In Singapore
Petunjuk arah
Dalam pengobatan ulkus, permukaan harus dibersihkan terlebih dahulu dari lendir, agar alas yang disiapkan khusus dapat melekat lebih kuat.
Dewasa dan Anak-anak:
Oleskan SORAGEL secukupnya ke area yang terkena setiap 3 jam.
Bayi di atas empat bulan:
Untuk masalah tumbuh gigi, gosokkan gel dengan lembut ke area yang empuk, dengan jari yang sudah dicuci, 3 atau 4 kali sehari sebelum makan dan sebelum tidur. Terapkan tidak lebih dari setiap 3 jam.
Bahan
Choline Salicylate BP 8.7%, Cetylpyridinium Chloride USP 0.01%";Antiseptik
"STREPSILS Lozenges Soothing Honey & Lemon Singapore - HONEY LEMON READY STOCK
EXPIRY DATE
HONEY LEMON : 06/07/2027
ORIGINAL : 04/03/26";Antiseptik
"DEGIROL 25 MG STRIP 4 TABLET Deskripsi:
Obat ini digunakan untuk meredakan nyeri tenggorokan, infeksi rongga mulut dan faring, setelah ekstraksi gigi untuk mencegah infeksi membran mukosa mulut dan mencegah batuk dan pilek, terutama untuk perokok
Komposisi:
Tiap tablet mengandung dequalinium chloride 0,25 mg
Dosis:
1 lozenges (tablet hisap) di atas lidah, ulangi tiap 3-4 jam. Maksimal 8 tablet per hari
Indikasi:
Untuk meredakan nyeri tenggorokan, infeksi rongga mulut dan faring, setelah ekstraksi gigi untuk mencegah infeksi membran mukosa mulut dan mencegah batuk dan pilek, terutama untuk perokok
Perhatian Khusus:
null
Kemasan:
Strip 4 lozenges
NIE:
DBL9104508712A1
Golongan:
Obat Bebas";Antiseptik
"Kakak Tua Obat Sakit Gigi 2 ml DOSIS
Sesuai kebutuhan
PERLU RESEP
Tidak
DESKRIPSI
Burung Kakak Tua Obat Sakit Gigi merupakan cairan herbal yang membantu meringankan rasa nyeri pada sakit gigi.
GOLONGAN
Herbal
NIE
QD191617251
KANDUNGAN/KOMPOSISI
Glycerin 0.65 ml, ethanol 0.97 ml, creosote 0.17 ml, oleum caryophylli 0.03 ml
CARA PEMAKAIAN
Dewasa dan anak : Teteskan obat pada sedikit kapas, sumpalkan pada gigi yang sakit atau berlubang.
INDIKASI/ KEGUNAAN
Membantu meredakan sakit gigi, gusi bengkak dan membersihkan gigi dari kuman-kuman.
MANUFAKTUR
Samco Farma
KEMASAN
Dus, 1 Botol @ 2 ml
PERHATIAN KHUSUS
Jika didalam beberapa hari keadaan tak kunjung membaik, bahkan menjadi buruk, hentikan segera pengobatan dan hubungi dokter.
CARA PENYIMPANAN
Suhu ruang";Herbal
"Degirol Strip Isi 10 Tablet - Permen Tenggorokan Indikasi Umum Obat ini digunakan untuk sakit tenggorokan, peradangan pada rongga mulut dan tenggorokan seperti gingivitis, periodontitis, faringitis, laringitis dan angina, serta infeksi selaput lendir mulut seperti stomatitis. Deskripsi DEGIROL merupakan tablet hisap yang setiap tabletnya mengandung Dequalinium Chloride. Dequalinium chloride adalah obat antiseptik yang berfungsi membunuh kuman penyebab infeksi mulut dan tenggorokan, sehingga efektif mengatasi sakit tenggorokan, radang pada rongga mulut dan tenggorokan, serta infeksi selaput lendir mulut. Kategori Mulut amp; Tenggorokan Komposisi Setiap tablet hisap mengandung Dequalinium Chloride 0.25 mg Dosis Dewasa: 1 tablet dihisap, tiap 3 - 4 jam. Maksimal 8 tablet per hari Aturan Pakai 1 (satu) tablet dibiarkan melarut perlahan-lahan di dalam mulut. Ulangi setiap 3 sampai 4 jam atau sesuai dengan petunjuk dokter. Jangan melebihi 8 tablet sehari. Kemasan Dus, Amplop @ 1 Strip @ 10 tablet";Antiseptik
"Watermelon Lozenges/ Sanjin Watermelon Frost Permen semangka Penjelasan Singkat - Membantu meredakan gejala panas dalam - Membantu meredakan sakit tenggorokan dan tenggorokan kering - Aman bagi anak - anak dan dewasa - Terbuat dari bahan herbal, rasa manis, pedas, dingin Produk ini efektif meredakan peradangan tenggorokan dan rongga mulut berulang akibat panas dalam. Mengandung mikroelemen, termasuk Zinc dan 18 jenis asam amino yang penting untuk kesehatan tubuh. Bentuk amp; Rasa : Produk ini berbentuk tablet hisap berwarna seperti jeruk, berbau harum, rasa manis pedas dingin. Karakteristik : - Memiliki angka kesembuhan yang tinggi pada pasien dengan peradangan tenggorokan dan rongga mulut (angka efektifitas total 96.17% pada 6628 kasus). - Melembabkan tenggorokan, meredakan nyeri tenggorokan akibat batuk kering, merokok, dan penggunaan suara berlebihan. - Meredakan gejala peradangan rongga mulut dalam 3 hari. - Meredakan nyeri mulut akibat kemoterapi - Tanpa efek samping pada selaput rongga mulut dan saluran pencernaan. - Aman bagi anak-anak dan dewasa. Khasiat : Membantu meredakan panas dalam yang disertai tenggorokan kering Cara Pakai : Dihisap, 3 x 1 - 2 tablet sehari Komposisi : - Mirabilitum Citrulli Preparatum 0.987 g - Oleum Menthae Dementholatum 0.1 g - Mentholum 0.113 g Kemasan : Dus berisi 12 Tablet @ 1,2 gram Diproduksi Oleh : Guilin Sanjin Pharmaceutical Co., Ltd Distributor : Saras Subur Abadi BPOM No : TI 164 549 791";Antiseptik, Herbal
"degirol strip 10 tablet box Indikasi
Obat ini digunakan untuk sakit tenggorokan, peradangan pada rongga mulut dan tenggorokan seperti gingivitis, periodontitis, faringitis, laringitis dan angina, serta infeksi selaput lendir mulut seperti stomatitis.
Komposisi
Dequalinium Chloride 0.25 mg
Dosis
Dewasa : 1 tablet dihisap, tiap 3 - 4 jam. Maksimal 8 tablet per hari
Penyajian
Satu tablet dibiarkan melarut perlahan-lahan di dalam mulut.
Kemasan
Box, 10 Strip @ 10 tablet.
Pabrik
Darya Varia Laboratoria.";Antiseptik
strepsils lozenges 12'S - cool / biru kemasan : 1 box isi 12 Lozenges Strepsils bermanfaat untuk meredakan sakit tenggorokan akibat infeksi. Strepsil tersedia dalam bentuk tablet hisap dengan beberapa varian rasa. komposisi: Dalam setiap butirnya, Strepsils mengandung 1,2 mg dichlorobenzyl alcohol dan 600 mcg amylmetacresol. Dichlorobenzyl alcohol dan amylmetacresol adalah antiseptik yang bermanfaat untuk meredakan sakit tenggorokan dan meredakan keluhan akibat luka atau peradangan di mulut. Dosis dan Aturan Pakai : Dosis Strepsils untuk meredakan sariawan dan nyeri tenggorokan bagi orang dewasa dan anak-anak berusia di atas 6 tahun adalah 1 tablet tiap 2 3 jam atau sebagaimana yang disarankan oleh dokter. Jangan mengonsumsi Strepsils lebih dari 12 tablet dalam sehari. #stayhealthy;Antiseptik
"Sanjin Watermelon Frost Lozenges Permen Hisap Panas Dalam Tengorokan Kering San Jin Xigua Shuang Hou Pian
Sanjin Watermelon Frost Lozenges
Sariawan dan Sakit Tenggorokan
Ready Stok:
-Produk 100% Original
-Respon Cepat
-Packing Rapi
Khasiat:
-Membantu menjernihkan suara
-Meredakan rasa nyeri dan radang pada tenggorokan
-serta Membantu mengatasi sariawan
Cara Pakai dan Dosis:
Dihisap setiap jam 1 - 2 tablet
Kemasan:
Dus berisi 12 tablet @1,2 gram
POM TI 164 549 791
Diproduksi oleh:
Guilin Sanjin Pharmaceutical Co.,Ltd
Diimpor oleh:
PT. Saras Subur Abadi
Jakarta - Indonesia";Antiseptik, Herbal
BETADINE KUMUR GARGLE 190 ML ANTISEPTIK MULUT Betadine Obat Kumur Antiseptik Povidone Iodine merupakan obat kumur yang dapat membantu memulihkan masalah pada rongga mulut seperti gigi berlubang, gusi bengkak, sakit tenggorokan dan sariawan. Tuang Betadine obat kumur sebanyak 15 ml dengan menggunakan tutup botol. Kemudian kumur selama 30 hingga 60 detik dan dapat digunakan 3 sampai 5 kali dalam sehari.;Antiseptik
"Obat Kumur Lidah Putih, Hambar Terasa Pahit, Parasit Mulut Bau PRODUK TERSEDIA ( LANGSUNG DI ORDER ) RESPON amp; PROSES CEPAT PRODUK ORIGINAL Propolis SM merupakan terobosan baru yang dibuat dan diformulasikan secara khusus yang dibuat dari propolis brazil dan diolah dengan menggunakan NANO TEKNOLOGI yang mana mampu memberikan daya serap tinggi sehingga memaksimalkan proses pengobatan. Khasiat : ~ Mencegah dan mengatasi segala bentuk peradangan ~ Membantu mengeluarkan racun dari dalam tubuh ~ Mempercepat penyembuhan berbagai jenis luka luar maupun dalam ~ Memperbaiki sel-sel jaringan tubuh yang rusak ~ Memelihara sekaligus meningkatkan kinerja organ dalam ~ Membantu mengatasi sinusitis, flu dan sakit kepala ~ Menjaga kesehatan tubuh secara menyeluruh. ~ Dan masih banyak lagi khasiatnya. Keterangan : Nama Produk : Propolis SM Brazil Isi : 6 ml/ botol -Komposisi : 100% Ekstrak Propolis Brazil -Legalitas BPOM TR 193 624 961 amp; Halal MUI Aturan pakai : 3-4 tetes propolis 2x sehari dicampur dengan 1/4 gelas air putih CIRI PRODUK ASLI / PALSU : Silakan teteskan propolis ke dalam 1 botol air putih dan lihat, warnanya akan tetap bening tidak berubah menjadi keruh. Berbeda dengan propolis yang beredar di pasaran akan berubah warna saat dicampur. Produk yang asli memiliki aroma yang bisa tercium.";Herbal
"XPRESS Cooling 5 Five Mouth Spray Tenggorokan Sakit - Cooling 5, Mint Indikasi :
Membunuh kuman penyebab sakit tenggorokan, meredakan sakit tenggorokan karena terlalu banyak merokok, makan makanan yang berminyak, perubahan cuaca, banyak bicara atau berteriak, kurang minum, gejala flu dan pelega tenggorokan
Dosis :
Untuk setiap kali pemakaian, cukup disemprotkan 2-3 kali, semprotan dapat diulang tiap 3 jam sampai gejala reda.
Cara pemakaian :
Semprotkan tepat ke arah tenggorokan
Semprotan jangan mengenai lidah
Kemasan :
Botol isi 15 ml
Diproduksi oleh :
Novell Pharmaceutical Lab
XPRESS Pharma & Beauty
""Pilihan Tepat bagi kesehatan anda""
""ORIGINAL"" Produk dijamin 100%. Diorder dari distributor resmi
""PRIVASI"" Telah terpercaya LEBIH AMAN dari toko lain. Pasti Rahasia. Tanpa nama barang dan Packing Rapat
""FREE KONSULTASI"". Konsultasikan dengan Apoteker terkualifikasi kami, terkait produk yang anda beli
Klik #konsultasi di awal chat, maka otomatis akan dijawab oleh apoteker XPRESS PHARMA
""HARGA"" terjangkau.
Packing ""XPRESS SAMEDAY!"" keterangan jam pengiriman, swipe di foto produk
Tambahkan 1x Extra Bubble Wrap di etalase ke cart/keranjang belanja Sista untuk mengurangi kerusakan yang timbul akibat pengiriman kurir.
Bila tidak menambahkan Extra bubble wrap maaf no komplain ya Sis";Antiseptik
"DEGIROL STRIP 10 TABLET Deskripsi:
Degirol mengandung antiseptik untuk meredakan radang tenggorokan dan gangguan mulut, seperti radang gusi, sariawan dan lain-lain.
Komposisi:
Tiap tablet mengandung Dequalinium Klorida 0.25 mg
Dosis:
Satu tablet hisap (Lozenges), dihisap tiap 3-4 jam sekali, atau sesuai dengan petunjuk dokter. Pemakaian tidak boleh melebihi 8 tablet sehari.
Indikasi:
Untuk meredakan radang tenggorokan, radang gusi, sariawan, stomatitis, radang selaput lendir mulut
Perhatian Khusus:
'- Tidak boleh digunakan dalam jangka panjang
- Penggunaan Degirol harus dengan hati-hati selama kehamilan dan menyusui. Sebaiknya berkonsultasi terlebih dahulu dengan dokter.
- Jika gejala penyakit belum hilang, segera periksa ke dokter
Kemasan:
Strip 10 tablet
NIE:
DBL9104508712A1
Golongan:
Obat Bebas";Antiseptik
Betadine Sore Throat Spray 50ml Betadine Sore Throat Spray 50ml 100% Original isi 50 ml - Mengobati sakit tenggorokan dan radang tenggorokan. - Sangat baik digunakan pada awal gejala batuk yaitu gatal - gatal atau kering di tenggorokan. - Membasmi 85% berbagai virus dan bakteri di tenggorokan;Antiseptik
"SP TROCHES STRWBERY NIE
DBL9415301812A1
KANDUNGAN/KOMPOSISI
Dequalinium Chloride 0.25 mg
KONTRAINDIKASI // JANGAN DIGUNAKAN OLEH
Hindari penggunaan Sp Troches pada pasien yang memiliki indikasi hipersensitif.
DOSIS
Dosis: 1 tablet hisap diberikan 6-8 kali / hari.
CARA PEMAKAIAN
6-8 kali / hari.
INDIKASI/ KEGUNAAN
Sp Troches digunakan sebagai antiseptik oral, faringitis, tonsilitis, stomatitis, mencegah infeksi luka di rongga mulut termasuk setelah pencabutan gigi.
MANUFAKTUR
Meiji Indonesia PT
KEMASAN
1 Blister 6 Tablet Hisap
EFEK SAMPING
Penggunaan Sp Troches belum ada efek samping yang dilaporkan. Jika terjadi iritasi segara hentikan penggunaan dan hubungi Dokter.
CARA PENYIMPANAN
Simpan pada suhu dibawah 30 derajat Celcius.
PERLU RESEP
Tidak
GOLONGAN
Obat Bebas";Antiseptik
"Degirol Tablet Hisap Tenggorokan Indikasi Umum Obat ini digunakan untuk sakit tenggorokan, peradangan pada rongga mulut dan tenggorokan seperti gingivitis, periodontitis, faringitis, laringitis dan angina, serta infeksi selaput lendir mulut seperti stomatitis. Deskripsi DEGIROL merupakan tablet hisap yang setiap tabletnya mengandung Dequalinium Chloride. Dequalinium chloride adalah obat antiseptik yang berfungsi membunuh kuman penyebab infeksi mulut dan tenggorokan, sehingga efektif mengatasi sakit tenggorokan, radang pada rongga mulut dan tenggorokan, serta infeksi selaput lendir mulut. Kategori Mulut amp; Tenggorokan Komposisi Setiap tablet hisap mengandung Dequalinium Chloride 0.25 mg Dosis Dewasa: 1 tablet dihisap, tiap 3 - 4 jam. Maksimal 8 tablet per hari Aturan Pakai 1 (satu) tablet dibiarkan melarut perlahan-lahan di dalam mulut. Ulangi setiap 3 sampai 4 jam atau sesuai dengan petunjuk dokter. Jangan melebihi 8 tablet sehari. Kemasan Dus, Amplop @ 1 Strip @ 10 tablet Kontra Indikasi Penderita Hipersensitif atau alergi terhadap Dequalinium Chloride. Perhatian Hindari pemakaian jangka panjang dan berulang. Belum terdapat data keamanan terkait penggunaan obat ini pada wanita hamil dan/atau menyusui. Konsultasikan kepada dokter apabila Anda sedang hamil dan/atau menyusui. Segmentasi Green Manufaktur Darya Varia Laboratoria";Antiseptik
Degirol - 10 Tablet Hisap Rasa Lemon u/ Radang Mulut dan Tenggorokan Mohon tanyakan stok terlebih dahulu karena Apotik Offline kami ramai, jadi stok berubah terus. Terima kasih.;Antiseptik
Degirol Tablet Per Strip @ 4 Tablet Degirol bermanfaat untuk meredakan peradangan pada rongga mulut dan tenggorokan seperti gingivitis, faringitis, periodontitis, laringitis dan angina, infeksi selaput lendir mulut seperti stomatitis.;Antiseptik
"Hau Fung San Pack Isi 12 - Obat Puh Sakit Tenggorokan, Sariawan Deskripsi
HAU FUNG SAN merupakan herbal yang berkhasiat untuk mengobati sakit tenggorokan dan mulut seperti pada sariawan, gusi bengkak, dan sakit gigi.
Indikasi Umum
Untuk mengobati berbagai gangguan pada mulut dan tenggorokan seperti sariawa, sakit gigi, dan sakit tenggorokan
Dosis
2-3 kali tiap jam
Aturan Pakai
Taburkan bubuk obat pada mulut atau tenggorokan yang sakit
Kemasan
Botol @ 12 pcs";Herbal
Getrovec Spray - Obat Panas Dalam, Sariawan, Sakit Tenggorokan Penjelasan Singkat - Terbuat dari bahan herbal alami - Membantu meredakan panas dalam - Membantu mengurangi sakit tenggorokan - Membantu meredakan sariawan, bibir pecah-pecah, dan bau mulut Getrovec merupakan obat semprot/spray yang memiliki khasiat utama untuk membantu mengobati sakit tenggorokan karena infeksi, sakit gigi, suara hilang, serta membantu meringankan gejala amandel. Obat ini memiliki keunggulan yaitu dapat membantu mempercepat penyembuhan keluhan-keluhan seperti tersebut di atas, karena khasiatnya yang alami dan berasal dari bahan herbal pilihan berkualitas. Cara kerja obat ini adalah dengan cara membuang panas, mengatasi peradangan dan infeksi, menawar racun, meredakan panas dalam, menghilangkan nyeri, gatal dan bengkak. Sebagai analgesik alami, juga sebagai antiseptik dan anti-bakteri alami. Ketika digunakan, sifat dari kandungan herbalnya dapat membantu menyejukkan area sekitar mulut dan tenggorokan. Khasiat dan Kegunaan : Membantu meredakan panas dalam yang disertai dengan sakit tenggorokan, sariawan, tenggorokan kering, bibir pecah, dan bau mulut. Cara Pemakaian : - Sakit Tenggorokan, semprotkan serbuk Shuangliao Houfeng San Spray (Getrovec) secukupnya pada bagian yang sakit 3 kali sehari. - Sariawan, Oleskan serbuk Shuangliao Houfeng San Spray (Getrovec) secukupnya pada bagian mulut atau lidah yang terkena sariawan 3 kali sehari. Kemasan : Botol berisi 2,2 gr Diproduksi Oleh : PT Sinar Herba Radix Distributor : Sinar Herba Radix BPOM No : TR 122 265 731;Antiseptik, Herbal
