text;Jenis Asli;06/01/2020 - 12/01/2020;13/01/2020 - 19/01/2020;20/01/2020 - 26/01/2020;27/01/2020 - 02/02/2020;03/02/2020 - 09/02/2020;10/02/2020 - 16/02/2020;17/02/2020 - 23/02/2020;24/02/2020 - 01/03/2020;02/03/2020 - 08/03/2020;09/03/2020 - 15/03/2020;16/03/2020 - 22/03/2020;23/03/2020 - 29/03/2020;30/03/2020 - 05/04/2020;06/04/2020 - 12/04/2020;13/04/2020 - 19/04/2020;20/04/2020 - 26/04/2020;27/04/2020 - 03/05/2020;04/05/2020 - 10/05/2020;11/05/2020 - 17/05/2020;18/05/2020 - 24/05/2020;25/05/2020 - 31/05/2020;01/06/2020 - 07/06/2020;08/06/2020 - 14/06/2020;15/06/2020 - 21/06/2020;22/06/2020 - 28/06/2020;29/06/2020 - 05/07/2020;06/07/2020 - 12/07/2020;13/07/2020 - 19/07/2020;20/07/2020 - 26/07/2020;27/07/2020 - 02/08/2020;03/08/2020 - 09/08/2020;10/08/2020 - 16/08/2020;17/08/2020 - 23/08/2020;24/08/2020 - 30/08/2020;31/08/2020 - 06/09/2020;07/09/2020 - 13/09/2020;14/09/2020 - 20/09/2020;21/09/2020 - 27/09/2020;28/09/2020 - 04/10/2020;05/10/2020 - 11/10/2020;12/10/2020 - 18/10/2020;19/10/2020 - 25/10/2020;26/10/2020 - 01/11/2020;02/11/2020 - 08/11/2020;09/11/2020 - 15/11/2020;16/11/2020 - 22/11/2020;23/11/2020 - 29/11/2020;30/11/2020 - 06/12/2020;07/12/2020 - 13/12/2020;14/12/2020 - 20/12/2020;21/12/2020 - 27/12/2020;28/12/2020 - 03/01/2021;04/01/2021 - 10/01/2021;11/01/2021 - 17/01/2021;18/01/2021 - 24/01/2021;25/01/2021 - 31/01/2021;01/02/2021 - 07/02/2021;08/02/2021 - 14/02/2021;15/02/2021 - 21/02/2021;22/02/2021 - 28/02/2021;01/03/2021 - 07/03/2021;08/03/2021 - 14/03/2021;15/03/2021 - 21/03/2021;22/03/2021 - 28/03/2021;29/03/2021 - 04/04/2021;05/04/2021 - 11/04/2021;12/04/2021 - 18/04/2021;19/04/2021 - 25/04/2021;26/04/2021 - 02/05/2021;03/05/2021 - 09/05/2021;10/05/2021 - 16/05/2021;17/05/2021 - 23/05/2021;24/05/2021 - 30/05/2021;31/05/2021 - 06/06/2021;07/06/2021 - 13/06/2021;14/06/2021 - 20/06/2021;21/06/2021 - 27/06/2021;28/06/2021 - 04/07/2021;05/07/2021 - 11/07/2021;12/07/2021 - 18/07/2021;19/07/2021 - 25/07/2021;26/07/2021 - 01/08/2021;02/08/2021 - 08/08/2021;09/08/2021 - 15/08/2021;16/08/2021 - 22/08/2021;23/08/2021 - 29/08/2021;30/08/2021 - 05/09/2021;06/09/2021 - 12/09/2021;13/09/2021 - 19/09/2021;20/09/2021 - 26/09/2021;27/09/2021 - 03/10/2021;04/10/2021 - 10/10/2021;11/10/2021 - 17/10/2021;18/10/2021 - 24/10/2021;25/10/2021 - 31/10/2021;01/11/2021 - 07/11/2021;08/11/2021 - 14/11/2021;15/11/2021 - 21/11/2021;22/11/2021 - 28/11/2021;29/11/2021 - 05/12/2021;06/12/2021 - 12/12/2021;13/12/2021 - 19/12/2021;20/12/2021 - 26/12/2021;27/12/2021 - 02/01/2022;03/01/2022 - 09/01/2022;10/01/2022 - 16/01/2022;17/01/2022 - 23/01/2022;24/01/2022 - 30/01/2022;31/01/2022 - 06/02/2022;07/02/2022 - 13/02/2022;14/02/2022 - 20/02/2022;21/02/2022 - 27/02/2022;28/02/2022 - 06/03/2022;07/03/2022 - 13/03/2022;14/03/2022 - 20/03/2022;21/03/2022 - 27/03/2022;28/03/2022 - 03/04/2022;04/04/2022 - 10/04/2022;11/04/2022 - 17/04/2022;18/04/2022 - 24/04/2022;25/04/2022 - 01/05/2022;02/05/2022 - 08/05/2022;09/05/2022 - 15/05/2022;16/05/2022 - 22/05/2022;23/05/2022 - 29/05/2022;30/05/2022 - 05/06/2022;06/06/2022 - 12/06/2022;13/06/2022 - 19/06/2022;20/06/2022 - 26/06/2022;27/06/2022 - 03/07/2022;04/07/2022 - 10/07/2022;11/07/2022 - 17/07/2022;18/07/2022 - 24/07/2022;25/07/2022 - 31/07/2022;01/08/2022 - 07/08/2022;08/08/2022 - 14/08/2022;15/08/2022 - 21/08/2022;22/08/2022 - 28/08/2022;29/08/2022 - 04/09/2022;05/09/2022 - 11/09/2022;12/09/2022 - 18/09/2022;19/09/2022 - 25/09/2022;26/09/2022 - 02/10/2022;03/10/2022 - 09/10/2022;10/10/2022 - 16/10/2022;17/10/2022 - 23/10/2022;24/10/2022 - 30/10/2022;31/10/2022 - 06/11/2022;07/11/2022 - 13/11/2022;14/11/2022 - 20/11/2022;21/11/2022 - 27/11/2022;28/11/2022 - 04/12/2022;05/12/2022 - 11/12/2022;12/12/2022 - 18/12/2022;19/12/2022 - 25/12/2022;26/12/2022 - 01/01/2023;jenis
DECADRYL SIRUP EKSPEKTORAN 120 ML Deskripsi DECADRYL EXPECTORANT SIRUP mengandung Diphenhydramine HCl, Ammonium Chloride, Natrium Citrate, Menthol dan Alkohol. Obat ini digunakan untuk mengatasi batuk berdahak kerena alergi. Obat ini menyebabkan kantuk. Selama minum obat ini, tidak boleh mengendarai kendaraan bermotor atau menjalankan mesin. Indikasi Umum meringankan batuk berdahak karena alergi Komposisi Per 5 mL: Diphenhydramine HCl 13.5 mg, Ammonium Chloride 131.5 mg, Dosis Dewasa : 1-2 Sendok takar tiap 3 jam, tidak boleh lebih dari 14 sendok takar per hari. Anak 6-12 tahun : 1/2 - 1 sendok takar tiap 3 jam, tidak boleh lebih dari 6 sendok takar per hari Aturan Pakai Sesudah makan;Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
Decadryl Ekspektoran Sirup 60 ml , 120 ml - 60 ml - 120 ml Indikasi Umum meringankan batuk berdahak karena alergi Komposisi Per 5 mL: Diphenhydramine HCl 13.5 mg, Ammonium Chloride 131.5 mg, Dosis Dewasa : 1-2 Sendok takar tiap 3 jam, tidak boleh lebih dari 14 sendok takar per hari. Anak 6-12 tahun : 1/2 - 1 sendok takar tiap 3 jam, tidak boleh lebih dari 6 sendok takar per hari Aturan Pakai Sesudah makan Kontra Indikasi bayi baru lahir dan prematur, pasien dengan terapi antibiotik ototoksik Perhatian tidak dianjurkan untuk anak-anak dibawah usia 2 tahun, tidak boleh digunakan ketika berkendara, hati-hati pada penderita jantung,glaukoma dan prostatisme Efek Samping Mengantuk, retensi urin, mulut kering, gangguan pencernaan, reaksi alergi pada kulit, sedasi, pusing;Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
"Decadryl Expectorant Sirup Meredakan Batuk Berdahak (60 ml) Decadryl Expectorat Sirup mengandung Diphenhydramine HCl, Ammonium Chloride, Natrium Citrate, Menthol dan Alkohol. Obat ini digunakan untuk mengatasi batuk berdahak kerena alergi. Obat ini menyebabkan kantuk. Selama minum obat ini, tidak boleh mengendarai kendaraan bermotor atau menjalankan mesin.
Indikasi Umum:
Meringankan batuk berdahak karena alergi
Komposisi:
Per 5 mL: Diphenhydramine HCl 13.5 mg, Ammonium Chloride 131.5 mg
Dosis:
Dewasa : 1-2 Sendok takar tiap 3 jam, tidak boleh lebih dari 14 sendok takar per hari. Anak 6-12 tahun : 1/2 - 1 sendok takar tiap 3 jam, tidak boleh lebih dari 6 sendok takar per hari
Aturan Pakai:
Sesudah makan
Perhatian:
Tidak dianjurkan untuk anak-anak dibawah usia 2 tahun, tidak boleh digunakan ketika berkendara, hati-hati pada penderita jantung,glaukoma dan prostatisme
Kontra Indikasi:
Bayi baru lahir dan prematur, pasien dengan terapi antibiotik ototoksik
Efek Samping:
Mengantuk, retensi urin, mulut kering, gangguan pencernaan, reaksi alergi pada kulit, sedasi, pusing
Golongan Produk:
Obat Bebas Terbatas (Biru)
Kemasan:
Botol @ 60 ml
Manufaktur:
Harsen
No. Registrasi:
BPOM RI : DTL7207918937A1";Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
DECADRYL EXPECTORANT OBAT BATUK [60 ML] - Decadryl Expectorant Obat Batuk [60 mL] M120erupakan obat batuk dengan kandungan diphenhydramine HCI 13.5 mg, Ammonium Chloride 131.5 mg, Sodium citrate 55 mg, Menthol 1 mg, dan alkohol 5% yang membantu meringankan penyakit flu, batuk, asma, gangguan perut, dan alergi.;Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
DECADRYL SIRUP 60 ML Decadryl Ekspektoran Sirup merupakan obat yang diproduksi oleh Harsen dan telah bersertifikat BPOM. Decadryl Ekspektoran Sirup ini per 5 ml mengandung Diphenhydramine HCl 13.5 mg dan Ammonium Chloride 131.5 mg yang digunakan untuk membantu mengobati batuk berdahak yang kental yang disebabkan oleh alergi, flu, sesak napas, dan asma agar mudah dikeluarkan. Obat ini akan efektif jika digunakan dengan dosis yang tepat. Dosis untuk orang dewasa sebanyak 1-2 sendok takar tiap 3 jam dan tidak boleh lebih dari 14 sendok takar per hari. Sedangkan untuk anak-anak usia 6-12 tahun sebanyak 1 2 -1 sendok takar tiap 3 jam dan tidak boleh lebih dari 6 sendok takar per hari.Decadryl Ekspektoran Sirup ini dianjurkan untuk dikonsumsi sesudah makan dan tentunya harus dalam pengawasan karena memiliki beberapa efek samping. Efek samping yang ditimbulkan dari mengonsumsi obat ini adalah mengantuk, retensi urin, mulut kering, gangguan pencernaan, reaksi alergi pada kulit, dan pusing. Obat ini juga tidak dianjurkan untuk dikonsumsi saat hendak mengemudi. Penyimpanan dari Decadryl Ekspektoran Sirup ini, yaitu di tempat yang sejuk dan kering serta jauhkan dari paparan sinar matahari langsung.;Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
"Obat Batuk Berdahak Decadryl 120 ml Deskripsi DECADRYL Expectorant
Obat batuk dan pilek syrup
Decadryl Sirup mengandung Diphenhydramine HCl, Ammonium Chloride, Natrium Citrate, Menthol dan Alkohol. Obat ini digunakan untuk mengatasi batuk berdahak kerena alergi.
Aturan pakai :
Dewasa : 1-2 Sendok takar tiap 3 jam, tidak boleh lebih dari 14 sendok takar per hari.
Anak 6-12 tahun : 1/2 - 1 sendok takar tiap 3 jam, tidak boleh lebih dari 6 sendok takar per hari
Perhatian khusus : Obat ini menyebabkan kantuk. Selama minum obat ini, tidak boleh mengendarai kendaraan bermotor atau menjalankan mesin.
*Keterangan kadaluarsa bisa terdapat perbedaan dari yang dicantumkan pada etalase/deskripsi, karena masing-masing produk masa kadaluarsa bisa berbeda
No bppom ; DTL7207918937A1
Mohon Perhatian :
Pesanan dikirim dihari yang sama jika pesanan masuk sebelum jam :
Senin - Sabtu : 14:00
Minggu/Libur : Libur
Akan pindah ke ""sedang dikirim"" Max H+1 dari jadwal kirim
Sangat disarankan pembeli merekam video saat pembukaan paket. Tanpa adanya bukti video, akan sangat sulit untuk kami memproses keluhan anda";Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
"DECADRYL EKSPEKTORAN SIRUP 120 ML Indikasi Umum
meringankan batuk berdahak karena alergi
Deskripsi
DECADRYL EXPECTORANT SIRUP mengandung Diphenhydramine HCl, Ammonium Chloride, Natrium Citrate, Menthol dan Alkohol. Obat ini digunakan untuk mengatasi batuk berdahak kerena alergi. Obat ini menyebabkan kantuk. Selama minum obat ini, tidak boleh mengendarai kendaraan bermotor atau menjalankan mesin.
Komposisi
Per 5 mL: Diphenhydramine HCl 13.5 mg, Ammonium Chloride 131.5 mg,
Dosis
Dewasa : 1-2 Sendok takar tiap 3 jam, tidak boleh lebih dari 14 sendok takar per hari.
Anak 6-12 tahun : 1/2 - 1 sendok takar tiap 3 jam, tidak boleh lebih dari 6 sendok takar per hari
Aturan Pakai
Sesudah makan
Kemasan
Dus, Botol @ 120 ml";Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
"DECADRYL EKSPEKTORAN / OBAT BATUK SYRUP / 120 ML DECADRYL / OBAT BATUK SYRUP / 120 ML Indikasi Umum : meringankan batuk berdahak karena alergi Deskripsi : DECADRYL EXPECTORANT SIRUP mengandung Diphenhydramine HCl, Ammonium Chloride, Natrium Citrate, Menthol dan Alkohol. Obat ini digunakan untuk mengatasi batuk berdahak kerena alergi. Obat ini menyebabkan kantuk. Selama minum obat ini, tidak boleh mengendarai kendaraan bermotor atau menjalankan mesin. Kategori : Batuk dan Flu Komposisi : Per 5 mL: Diphenhydramine HCl 13.5 mg, Ammonium Chloride 131.5 mg, Dosis : Dewasa : 1-2 Sendok takar tiap 3 jam, tidak boleh lebih dari 14 sendok takar per hari. Anak 6-12 tahun : 1/2 - 1 sendok takar tiap 3 jam, tidak boleh lebih dari 6 sendok takar per hari Aturan Pakai : Sesudah makan Kemasan : Dus, Botol @ 120 ml #34;APOTEK BOY #34; Jln Raya Menur No 4A #decadryl #120ml #syrup #obatbatuk #obatobatan #kesehatan";Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
Decadryl expectorant sirup 100 ml Deskripsi DECADRYL EXPECTORANT SIRUP mengandung Diphenhydramine HCl, Ammonium Chloride, Natrium Citrate, Menthol dan Alkohol. Obat ini digunakan untuk mengatasi batuk berdahak kerena alergi. Obat ini menyebabkan kantuk. Selama minum obat ini, tidak boleh mengendarai kendaraan bermotor atau menjalankan mesin. Indikasi Umum meringankan batuk berdahak karena alergi Komposisi Per 5 mL: Diphenhydramine HCl 13.5 mg, Ammonium Chloride 131.5 mg, Dosis Dewasa : 1-2 Sendok takar tiap 3 jam, tidak boleh lebih dari 14 sendok takar per hari. Anak 6-12 tahun : 1/2 - 1 sendok takar tiap 3 jam, tidak boleh lebih dari 6 sendok takar per hari Aturan Pakai Sesudah makan Barang yang dijual 100% original Barang tidak Kadaluarsa Info ketersediaan produk silahkan chat terlebih dahulu;Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
"Decadryl Expectorant Syrup 60ml ~ 120ml - 60ml DECADRYL EKSPEKTORAN SIRUP merupakan obat yang digunakan untuk membantu mengobati batuk berdahak yang disebabkan oleh alergi, flu, sesak napas dan asma.
Dosis Dewasa : 1-2 Sendok takar tiap 3 jam, tidak boleh lebih dari 14 sendok takar per hari. Anak 6-12 tahun : 1/2 - 1 sendok takar tiap 3 jam, tidak boleh lebih dari 6 sendok takar per hari
Aturan Pakai : Sesudah makan
Obat Bebas Terbatas (Biru)";Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
Decadryl Ekspektoran Sirup 120 ml / Untuk Obat Batuk Berdahak Decadryl Ekspektoran Sirup 120 ml / Untuk Obat Batuk DECADRYL EKSPEKTORAN SIRUP 120 ML merupakan obat yang digunakan untuk membantu mengobati Batuk Berdahak yang disebabkan oleh alergi, flu, sesak napas dan asma. Indikasi Umum: meringankan batuk berdahak karena alergi Komposisi Per 5 mL: Diphenhydramine HCl 13.5 mg, Ammonium Chloride 131.5 mg, Dosis: Dewasa : 1-2 Sendok takar tiap 3 jam, tidak boleh lebih dari 14 sendok takar per hari. Anak 6-12 tahun : 1/2 - 1 sendok takar tiap 3 jam, tidak boleh lebih dari 6 sendok takar per hari Aturan Pakai: Sesudah makan Perhatian: Tidak dianjurkan untuk anak-anak dibawah usia 2 tahun, tidak boleh digunakan ketika berkendara, hati-hati pada penderita jantung,glaukoma dan prostatisme HARGA UNTUK PER FLS ISI 120 ML CATATAN: Demi menghindari / mengurangi dampak kerusakan pada kemasan produk, mohon untuk memasukkan packing dus dan bubble pada keranjang belanja untuk packing yang lebih aman. Kerusakan pada kemasan produk disebabkan oleh penanganan yang kurang baik pada proses pengiriman dipihak ekspedisi. Berikut Link packing dus dan bubble. WAJIB menggunakan EXTRA PACKING iyaaa..;Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
Decadryl Expectorant 120 ml - Obat Batuk Berdahak Indikasi Umum meringankan batuk berdahak karena alergi Deskripsi DECADRYL EXPECTORANT SIRUP mengandung Diphenhydramine HCl, Ammonium Chloride, Natrium Citrate, Menthol dan Alkohol. Obat ini digunakan untuk mengatasi batuk berdahak kerena alergi. Obat ini menyebabkan kantuk. Selama minum obat ini, tidak boleh mengendarai kendaraan bermotor atau menjalankan mesin. Kategori Batuk dan Flu Komposisi Per 5 mL: Diphenhydramine HCl 13.5 mg, Ammonium Chloride 131.5 mg, Dosis Dewasa : 1-2 Sendok takar tiap 3 jam, tidak boleh lebih dari 14 sendok takar per hari. Anak 6-12 tahun : 1/2 - 1 sendok takar tiap 3 jam, tidak boleh lebih dari 6 sendok takar per hari Aturan Pakai Sesudah makan Kemasan Dus, Botol @ 120 ml;Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
"DECADRYL EKSPEKTORAN SIRUP 60 ML/120 ML OBAT BATUK BERDAHAK - 60 ML MAX BELI 3 BOTOL JIKA BELI MELEBIHI AKAN DIKIRIM 3 BOTOL
MAX BELI 3 BOTOL JIKA BELI MELEBIHI AKAN DIKIRIM 3 BOTOL
MAX BELI 3 BOTOL JIKA BELI MELEBIHI AKAN DIKIRIM 3 BOTOL
UNTUK PESANAN BANYAK BISA MENGHUBUNGI WA 082191868899
Obat batuk dan pile syrup
Decadryl Sirup mengandung Diphenhydramine HCl, Ammonium Chloride, Natrium Citrate, Menthol dan Alkohol. Obat ini digunakan untuk mengatasi batuk berdahak kerena alergi.
Aturan pakai :
Dewasa : 1-2 Sendok takar tiap 3 jam, tidak boleh lebih dari 14 sendok takar per hari.
Anak 6-12 tahun : 1/2 - 1 sendok takar tiap 3 jam, tidak boleh lebih dari 6 sendok takar per hari
Perhatian khusus : Obat ini menyebabkan kantuk. Selama minum obat ini, tidak boleh mengendarai kendaraan bermotor atau menjalankan mesin.
*Keterangan kadaluarsa bisa terdapat perbedaan dari yang dicantumkan pada etalase/deskripsi, karena masing-masing produk masa kadaluarsa bisa berbeda.";Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
Decadryl Sirup 60ml Deskripsi DECADRYL EKSPEKTORAN SIRUP 60 ML merupakan obat yang digunakan untuk membantu mengobati Batuk Berdahak yang disebabkan oleh alergi, flu, sesak napas dan asma. Indikasi Umum meringankan batuk berdahak karena alergi Komposisi Per 5 mL: Diphenhydramine HCl 13.5 mg, Ammonium Chloride 131.5 mg, Dosis Dewasa : 1-2 Sendok takar tiap 3 jam, tidak boleh lebih dari 14 sendok takar per hari. Anak 6-12 tahun : 1/2 - 1 sendok takar tiap 3 jam, tidak boleh lebih dari 6 sendok takar per hari;Ekspektoran;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Ekspektoran
